business_id,name,full_address,latitude,longitude
_MuHx0aYUfLbNzkqJ2uBWg,Fatburger,"4851 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.1589501,-115.207506
7Mgly28cnzY-2py2ClEjiA,New York Pizza & Pasta,"2400 S Jones Blvd
Ste 13
Westside
Las Vegas, NV 89146",36.1455047,-115.2244681
tJhh6NDsNIwWMpxlP-0F7g,Blue Ox Tavern,"5825 W Sahara Ave
Ste A
Westside
Las Vegas, NV 89146",36.142636,-115.2217
8871Si56d_dc0igE3TRpgA,Roma Deli & Restaurant,"5755 Spring Mountain Rd
Chinatown
Las Vegas, NV 89146",36.125163,-115.219883
5geSNRVBlvhoJlRK1zAS0g,Marnee Thai Restaurant,"5600 Spring Mountain Rd
Ste A
Chinatown
Las Vegas, NV 89146",36.1265084,-115.2182851
ZBC-1VWUU5WpKlPokxJZZg,Subway,"6870 Spring Mountain Rd
Ste 4
Chinatown
Las Vegas, NV 89146",36.126717,-115.242438
gSTHZH478BJIKAx7IKD2sA,Burger King,"3485 S Rainbow Blvd
Chinatown
Las Vegas, NV 89146",36.126001,-115.243384
Xnwjo2TUu4AyGdmsxeG7OQ,Cathay House Restaurant,"5300 Spring Mountain Rd
Ste 107
Chinatown
Las Vegas, NV 89146",36.126501,-115.213867
POdn5abX1-lW0qns9cDd_A,Maui Rose Hawaiian Bbq,"6700 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.159527,-115.242714
WospRNxNAnsHcC5o6xPI2A,Wienerschnitzel,"1760 S Rainbow Boulevard
Westside
Las Vegas, NV 89146",36.152902,-115.243109
uEZWVN-ehk_XyDh0Dujh0w,Schlotzsky's Deli,"5119 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.158562,-115.209205
uybZVwl43IwaKAeRqkb3Zg,Tacos El Compita,"6118 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.1593157,-115.2248585
3YLo7L0_1_Hy9SIuDrDceg,Gyro Time Restaurant,"5239 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.1589411,-115.2125455
4sTUCAAzenGzgG2w7ry1zQ,Farm Basket,"6148 W Charleston Blvd
Westside
Las Vegas, NV 89146",36.159529,-115.224994
s84xnG8SvqI6EIjF3Za-UQ,Panda Express,"1980 S Rainbow Blvd
120
Westside
Las Vegas, NV 89146",36.1492037773,-115.243027434
ubwHoadNnVfMB9dFV2uyTQ,Nevada Chicken Cafe,"6155 W Sahara Ave
Ste 1&3
Westside
Las Vegas, NV 89146",36.1437858,-115.2266305
9zUwgCWOi3rDvyoeDdx5pg,Burger King,"5240 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89148",36.0942892,-115.2972674
urbAi2atIC9Z_dlHQNmlLg,McDonald's,"5200 S Fort Apache Road
Spring Valley
Las Vegas, NV 89148",36.0992898501,-115.297798812
X4G7Zr-7fOr1bBP4iiONuw,The Lodge At Fort Apache,"5790 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89148",36.0834649,-115.296933
ZygV0bo1lfQ1ZRnVc0Uwlw,Panera Bread,"5130 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89148",36.0951537,-115.2973438
t02b8iqce8ZU4y6tpBQXSg,Panda Express,"5130 S Fort Apache Rd
Ste 215
Spring Valley
Las Vegas, NV 89148",36.0952252,-115.2973192
2gWBfd2t7ta7lBaNZPfX5Q,Fazoli's 5268,"5260 S Fort Apache Rd
Spring Valley
Las Vegas, NV 89148",36.0936258,-115.2967344
8kmIIK2YE6Rcg3HaDVha3w,The Range Steakhouse,"Harrahs Las Vegas
3475 S Las Vegas Blvd
The Strip
Las Vegas, NV 89152",36.1226679,-115.1710333
RKI9xvPSuI6mWXMjfdnjXw,Mandarin Express,"6895 E Lake Mead Blvd
Ste A3
Sunrise
Las Vegas, NV 89156",36.19418,-115.025472
nV79jhp3QzgSwV49bRTxiA,PT's,"6055 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89156",36.195696,-115.040472
wAu9-jVLS-ygIPr4t8iCEA,Rubalcabas Taco Shop,"5185 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89156",36.1962128,-115.0602426
JBtHmLIXJprdHV2xMa0KKQ,Mama Maria's Mexican Restaurant,"6055 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89156",36.1956384,-115.0404551
I2rMZ5t1WliK5PaGxakBUA,Jack in the Box,"6515 E Lake Mead Blvd
Sunrise
Las Vegas, NV 89156",36.195148,-115.030222
htsJHl2YcqwPfIbQkXrXrg,Timbers - Horizon Ridge,"1450 W Horizon Ridge Pkwy
Las Vegas, NV 89156",36.0224814,-115.0502202
tJvUgjY7dJhCunOC10tKpg,McDonald's,"6915 Blue Diamond Rd
Southwest
Las Vegas, NV 89178",36.021687,-115.243923
gsb1ZXNd36YwANID3u1M-g,Papa Jimmy's Pizzeria,"224 W Cottage Grove Rd
Cottage Grove, WI 53527",43.086476,-89.20037
d24w8_TEu1QamA3qFI5JMw,Black Bear Inn,"320 W Cottage Grove Rd
Cottage Grove, WI 53527",43.086641,-89.206333
F6wrjkpOxix4_D_v5Xfzaw,Whippoorwill/Hawks Nest,"7914 State Road 19
Dane, WI 53529",43.1911076,-89.5956757
dgGpvbTjAWet0YPJ3kDJiA,Pizza Pit Extreme,"1614 Monroe St
Dudgeon-Monroe
Madison, WI 53711",43.067141,-89.414181
0rj2xW1YKAbfHxe804Fefw,Benvenuto's Italian Grill,"2949 Triverton Pike Dr
Fitchburg, WI 53711",43.014743,-89.430091
dylp6k9_Du-oojW5lVNwyA,Panera Bread,"2960 Cahill Main
Fitchburg, WI 53711",43.0168097,-89.4230674
g68i6-Bbu7uYQOKOQX8Hsw,Halverson's Restaurant,"1965 Barber Dr
Stoughton, WI 53589",42.953165,-89.279845
85GaloTNAYNl3hF87CPdkg,Kfc,"7501 Mineral Point Rd
Madison, WI 53717",43.060101,-89.513155
UvcJirkbNRDMhtPsr4FeAQ,Culver's,"430 E Verona Ave
Verona, WI 53593",42.992768,-89.528023
kQwOqgf1GJ9rGoR63aODgg,Michael's Frozen Custard,"407 W Verona Ave
Verona, WI 53593",42.9891337,-89.5390832
dKk8XTfGCqcW17y3GckUaw,Wildcat Lanes,"415 W Verona Ave
Verona, WI 53593",42.9887893,-89.540196
4PZwjwKcTbH4tWBiHz4s5Q,The 5th Quarter Sports Bar & Grill,"161 Horizon Dr Ste 110
Verona, WI 53593",42.995451,-89.524863
y93QKoRHJmaBL-x_OkNuyg,Draft House Bar & Restaurant,"1010 Enterprise Dr
Verona, WI 53593",43.002039,-89.529819
k7nMFY6F1mAkmuXTHSPZoQ,Avanti Italian Restaurant,"119 S Main St
Verona, WI 53593",42.989703,-89.5330199
6YfLUTHFWdjZeMwsXTU1ww,Dragon City,"600 W Verona Ave
Verona, WI 53593",42.988809,-89.545425
L2Q1FLLoP1zQifFo4hdHbQ,The Roost Pub and Grill,"88 Hawks Landing Cir
Hawk's Landing
Verona, WI 53593",43.0341254,-89.5441965
NiO-zxKvN0s8SrpPUJzyrg,McDonald's,"107 Horizon Dr
Verona, WI 53593",42.993833,-89.523801
pMqxdmAaOIqd65pc90ZxCQ,Deli Delicious Llc,"5440 Willow Rd
Waunakee, WI 53597",43.150578,-89.415904
ZiR5Fu1yD5fqDHAfAfTBig,Nau-Ti-Gal,"5360 Westport Rd
Hwys M & 113, Near Skipper Bud's and Mariner's Inn
Madison, WI 53704",43.1501998757,-89.4041699011
kN1r0JbeWQVJ4pCdNg0nFA,Rex's Innkeeper,"301 N Century Ave
Waunakee, WI 53597",43.1943152,-89.4618947
NZx8-l781_yegpZzze0SrQ,Pizza Hut,"301 Century Ave
Waunakee, WI 53597",43.18416,-89.47086
ur6xZQjZ6PVrR12Za-DrqA,China Wok Chinese Restaurant,"204 S Century Ave
Waunakee, WI 53597",43.189767,-89.461296
Y-owGVK9wY-kZYPwG30nZw,Spring Garden Restaurant,"225 S Century Ave
Waunakee, WI 53597",43.1900279,-89.4617535
3ibpEbF2-n1nUeJ2gQBQFg,Denny's,"1201 E Broadway
Monona, WI 53716",43.048541,-89.3113259
pS5WsUlWOVAPM0S2rVI-SQ,Vintage Spirits & Grill,"529 University Ave
Capitol
Madison, WI 53703",43.07299,-89.395509
9JSYmkJ-sRW4zJCun7N5vA,Pel'meni,"505 State St
Capitol
Madison, WI 53703",43.074681,-89.393935
aaYR5kTMqgRGVtTr1kKmKw,Chipotle Mexican Grill,"658 State St
Capitol
Madison, WI 53703",43.0748876,-89.3967552
9DoW6jACkEl-irp7Vu1K_A,Tutto Pasta Cucina Italiana,"107 King St
Capitol
Madison, WI 53703",43.074433,-89.381146
oGE8GPmBvHXQskP-m2cdLw,L'Etoile,"1 S Pinckney St
Capitol
Madison, WI 53703",43.0752894562,-89.3823600336
z4acTO-MlZQdkgJE9QCM3g,Coreana,"1401 University Ave
Madison, WI 53715",43.0732214,-89.4090712
2b_lt45uM8XMgX-weIJ3nA,MacTaggarts Market,"230 W Lakelawn Pl
Capitol
Madison, WI 53703",43.0765615,-89.3938748
CQRYL_4Mu3215d1F_C0Qpg,Badgerland Bar & Grill,"525 W Johnson St
Capitol
Madison, WI 53703",43.0716665,-89.3945332
oF6fkggof-biVezMoe0h3Q,Lava Lounge,"461 W Gilman St
Capitol
Madison, WI 53703",43.0734533,-89.3952457
5RNo_HDbcYMc1By8BYFBzQ,Chautara Restaurant,"334 State St
Capitol
Madison, WI 53703",43.0747979,-89.3910261
oXup5d96auPpUOBh5YBeyA,Jolly Bob's,"1210 Williamson St
Williamson - Marquette
Madison, WI 53703",43.08367,-89.364271
k5WYudFqSpsm5nhTSlq3lg,Cleveland's Diner,"410 E Wilson St
Capitol
Madison, WI 53703",43.075599,-89.377173
hjH_oyzhpg3c77ainpx3kg,Cafe Continental,"108 King St
Capitol
Madison, WI 53703",43.0747396,-89.3812588
GBgdaHOZrl6csfHS69MWyg,Jamerica Caribbean Restaurant,"1236 Williamson St
Williamson - Marquette
Madison, WI 53703",43.084236,-89.36347
OXLegbUo6HA3DN3lBFTsUg,Parthenon Gyros Restaurant,"316 State St
Capitol
Madison, WI 53703",43.0749048,-89.3906223
MRkKtODtC6p6weVE370vcw,Casa de Lara,"341 State St
Capitol
Madison, WI 53703",43.074578,-89.391498
F-AdB1lknzwNMurzMKiTzA,Peacemeal Vegetarian Restaurant,"115 State St
Capitol
Madison, WI 53703",43.0747316,-89.3862438
ed5VpqG6NlI2_ALQpZ0lLA,Mediterranean Cafe,"625 State St
Capitol
Madison, WI 53703",43.0748824,-89.3964056
KzE5pMcqJG0YI2VW28_pig,Fyfe's Corner Bistro,"1344 E Washington Ave
Tenney - Lapham
Madison, WI 53703",43.0884357,-89.3650884
A3ZK7esn3oKG5O3OEWMHiw,Himal Chuli,"318 State St
Capitol
Madison, WI 53703",43.0749068,-89.3906972
XAbFbHhi2FlZ0sNSt3WJUw,Peppino's Restaurant,"111 S Hamilton St
Capitol
Madison, WI 53703",43.0726898,-89.3840124
Tjlj3DgQxXKKG4AmnbDnIA,Capitol Chophouse,"9 E Wilson St
Capitol
Madison, WI 53703",43.0727765,-89.3807764
0wGWhZw81cIG7YjwghZhgw,Sunroom Cafe,"638 State St
Capitol
Madison, WI 53703",43.075159,-89.396178
KglkEgsfJwvi5FlVEeI_Rg,Supreme Pizza,"912 E Johnson St
Tenney - Lapham
Madison, WI 53703",43.0847415,-89.376057
Dn5JUcOKejakeuUwMlSR5Q,Casbah Restaurant,"119 E Main St
Capitol
Madison, WI 53703",43.0750283,-89.3811811
IgHkvKIzy6Zjx5NBA0i0ng,The Blue Marlin,"101 N Hamilton St
Capitol
Madison, WI 53703",43.0765831,-89.383933
r2DtJRPrDnaMpliSJ9I9_w,Mildred's Sandwich Shop,"827 E Johnson St
Tenney - Lapham
Madison, WI 53703",43.083656,-89.376776
H-e74SghEFfIz_TdUS_2KQ,King of Falafel,"453 W Gilman St
Capitol
Madison, WI 53703",43.0736042,-89.3950302
4dL8yzQu974eCtTI-V4Znw,Vientiane Palace Restaurant,"151 W Gorham St
Capitol
Madison, WI 53703",43.075287,-89.3906
rgSSCx0tb9AQyCkAvMSIoQ,Buraka Restaurant,"543 State St
Capitol
Madison, WI 53703",43.0748606,-89.3952074
s4Juaxp_7gziJj1DXr2JGg,Madison Club,"5 E Wilson St
Capitol
Madison, WI 53703",43.0726496,-89.3807502
QFMHjSUt08y0c98SA3aBrA,Wasabi Japanese Restaurant & Sushi Bar,"449 State St
Ste G
Capitol
Madison, WI 53703",43.074792,-89.393135
m79L5WLftprDSKdXEtdrIg,State Street Brats,"603 State St
Capitol
Madison, WI 53703",43.074776,-89.395948
DR4xcr3eJ0vfYRomvx036w,Wah Kee Wonton Noodle,"600 Williamson St
Ste E
Williamson - Marquette
Madison, WI 53703",43.076604,-89.3745656
VB-tzuBR6BxMzOkY_cOpwQ,Bandung Indonesian Restaurant,"600 Williamson St
Ste M
Williamson - Marquette
Madison, WI 53703",43.076604,-89.3745656
oPy0Tl_2FDz0xmzdZJWLnw,Taco Bell,"534 State St
Capitol
Madison, WI 53703",43.0751289,-89.394324
wS6Qh5NkoPKDwjA_vbUcfg,Amy's Cafe,"414 W Gilman St
Capitol
Madison, WI 53703",43.0739057,-89.3948095
nisE3lGuzeEWY2KXMGbYNg,Mercury Cafe,"117 E Mifflin St
Capitol
Madison, WI 53703",43.0767471,-89.3834751
e-YQOv0Uid6uzCz23yCyXw,Bahn Thai Restaurant,"944 Williamson St
Williamson - Marquette
Madison, WI 53703",43.0806319,-89.3683492
nbpY3tbPrAksoqOrYwlx7Q,Husnu's,"547 State St
Capitol
Madison, WI 53703",43.0748682,-89.3952452
yH6iIl_4jzNF44L3HUZ3AQ,Saz,"558 State St
Capitol
Madison, WI 53703",43.075141,-89.394958
wXri8QF92KOYe2INyca0yQ,Red Shed Tavern,"406 N Frances St
Capitol
Madison, WI 53703",43.0735699,-89.396101
2vsPceME9rHNZ9OkR5zrpg,The Paradise Lounge,"119 W Main St
Capitol
Madison, WI 53703",43.0745668,-89.3821935
4TOVkJj25k-Sm0CTRcvkaw,Steep & Brew,"544 State St
Capitol
Madison, WI 53703",43.075134,-89.394564
vZkR7xkqtzcK7klbD--Rug,Porta Bella,"425 N Frances St
Capitol
Madison, WI 53703",43.0741441325,-89.3955963625
fEX1IcPNrhJAdwk4DgyVVw,Tornado Steak House,"116 S Hamilton St
Capitol
Madison, WI 53703",43.07243,-89.38434
vOCmoA6cvhlA5bcATzUR0g,Frida,"117 State St
Capitol
Madison, WI 53703",43.0747317,-89.3862483
LLR8iqKn7nmfwXWl1S13Lw,Hawk's Bar & Grill,"425 State St
Capitol
Madison, WI 53703",43.0747496,-89.3927199
upKjWj5qf-wcZOgf-4XKIQ,Kennedy Manor Dining Room & Bar,"1 Langdon St
Ste 103
Capitol
Madison, WI 53703",43.07836,-89.3897099
c1cGCn1syl9_c6XKEu4Mhg,Irish Pub,"317 State St
Capitol
Madison, WI 53703",43.0747145,-89.390867
HOMBFwgPLC_Wc9k7Obo7OQ,Willalby's Cafe,"1351 Williamson St
Williamson - Marquette
Madison, WI 53703",43.0855462,-89.360907
0pXk2JkijBpi2Iz0D5pFXA,Kabul Restaurant,"541 State St
Capitol
Madison, WI 53703",43.0748598,-89.3951624
CLW4LJCYbAkwlgNWB2rVbQ,Echo Tap & Grill,"554 W Main St
Capitol
Madison, WI 53703",43.0681872,-89.391421
hSl4HdPdu6ohwFKJPfj93A,Ian's Pizza By The Slice,"319 N Frances St
Capitol
Madison, WI 53703",43.0728935,-89.3956356
uwjl8UJhUINe_RwbgZsgsg,Nadia's Restaurant & Grapevine Lounge,"508 State St
Capitol
Madison, WI 53703",43.0749334,-89.3937426
cTuhBA_w1wtYLo3AKoGYRA,Myles Teddywedgers Cornish Pasty,"101 State St
Capitol
Madison, WI 53703",43.0747308,-89.3862123
CQDpilFXuke4O2lt8-WeZA,Angelic Brewing Co,"322 W Johnson St
Capitol
Madison, WI 53703",43.0740264,-89.3912776
_z9UrC5hCTBK1JIgQD0YDw,Noodles & Company,"232 State St
Capitol
Madison, WI 53703",43.0747807,-89.3893921
R-uBWKTDv8FS3Scskr6UCA,Gino's Restaurant,"540 State St
Capitol
Madison, WI 53703",43.075131,-89.394445
aP9wnNPiOIWCyk27ZTeRqQ,Avenue Bar,"1128 E Washington Ave
Tenney - Lapham
Madison, WI 53703",43.085589,-89.3694529
jMuL6rhpAMlZUjxCRhoszg,Johnny Delmonico's Steakhouse,"130 S Pinckney St
Capitol
Madison, WI 53703",43.0744043,-89.3816412
ZVCdIgZhGgnGBdzt2Y0Iiw,Come Back In,"508 E Wilson St
Capitol
Madison, WI 53703",43.0759921,-89.3766298
IVPXZZXklwOc5cbZV-mLRg,Restaurant Magnus,"120 E Wilson St
Capitol
Madison, WI 53703",43.07384,-89.3798031
Wv7AqSOOnMR676h3bZWyJw,Espresso Royale Caffe,"208 State St
Capitol
Madison, WI 53703",43.074998,-89.388534
slyBpcL9O_pU1ljR5tCBxQ,Potbelly Sandwich Shop,"564 State St
Capitol
Madison, WI 53703",43.0748657,-89.3950143
M9hINQo_GnEenib_3wA33Q,Sunprint On The Square,"10 W Mifflin St
Capitol
Madison, WI 53703",43.0753803,-89.3854146
MAQuGx-ontt6sFidiyivRQ,Takara Japanese Restaurant,"315 State St
Capitol
Madison, WI 53703",43.0747129,-89.3907521
fBBMlJIud_LXrTV-zfkM0g,Pizza Di Roma,"313 State St
Capitol
Madison, WI 53703",43.0747746539,-89.390860818
AV81CF9cHqUW0HKaELreYA,Crave Restaurant & Lounge,"201 W Gorham St
Capitol
Madison, WI 53703",43.075138,-89.39081
rcF4ynGx5ySNQ3UFRPpcKA,Eldorado Grill,"744 Williamson St
Williamson - Marquette
Madison, WI 53703",43.07811,-89.372173
v5mjUyUZeWfLTdxXfZYKMg,Bon Appetit Cafe,"805 Williamson St
Williamson - Marquette
Madison, WI 53703",43.078219,-89.370951
ZyaqYNhN6K6DIt21MesYoQ,Casa Bianca,"515 Junction Rd
Ste F
Junction Ridge
Madison, WI 53717",43.0702629,-89.5248544
XgNy4vCHn-1NVzu6xgZIxg,Barriques,"1825 Monroe St
Vilas
Madison, WI 53711",43.0649299,-89.4165809
bXwFv2IslBSzkMPFkS_aLw,Ocean Grill,"117 Mrtn Lthr Kng Jr
Capitol
Madison, WI 53703",43.0735642,-89.3824733
IbYYCuGqR4Lgfvf_WJTNuw,Tutto Pasta Trattoria,"305 State St
Capitol
Madison, WI 53703",43.0747808,-89.3902739
3_dKevejfGY3eRj2xprRIQ,Ground Zero,"744 Williamson St
Williamson - Marquette
Madison, WI 53703",43.0779653,-89.3720805
qymr9oI_9DCswudVnbLmHQ,Charley's Grilled Subs,"644 State St
Capitol
Madison, WI 53703",43.074897,-89.3959817
4OXNgYFTNQxBmMR-0cV7Aw,Chin's Asia Fresh,"422 State St
Capitol
Madison, WI 53703",43.0749251,-89.3921166
J3A5V0Hl07o_KQSI2hHf_g,Marigold Kitchen,"118 S Pinckney St
Capitol
Madison, WI 53703",43.074343033,-89.3815575029
lWtpoG_7K7wwyvggpdIDRQ,Glass Nickel Pizza,"5003 University Ave
Madison, WI 53705",43.075514738,-89.4666706186
KlXFiE8uA4R7o0uH9_GFYQ,Qdoba Mexican Grill,"2741 University Ave
Regent
Madison, WI 53705",43.073685,-89.4354626
XhDlbfGzy_sVDs76n9oTGQ,Jimmy John's,"6130 Mineral Point Rd
Faircrest
Madison, WI 53705",43.0612141,-89.4858581
cnc5Fu-xE1CKLI_bh7P01g,Original Pancake House,"5518 University Ave
Spring Harbor
Madison, WI 53705",43.083424,-89.47598
FoHNVQQbiuY7CV8cc-iFzg,Blue Moon Bar & Grill,"2535 University Ave
Regent
Madison, WI 53705",43.0720935,-89.4298535
RC_6Br1TzdgWWDDIZMAI1A,Smoky's Club,"3005 University Ave
Madison, WI 53705",43.0751264,-89.4416786
-oMxF2hKY-mnUsxbOxp5eQ,Seafood Center,"8452 Old Sauk Rd
Madison, WI 53562",43.0749188,-89.5298466
JxYTEIQqDEXgjHXtfvecAA,Taco Bell,"5001 University Ave
Madison, WI 53705",43.0757823,-89.467497
OzB1Hv1A8Lz_V4hYZ7Duzw,Village Bar,"3801 Mineral Point Rd
Westmorland
Madison, WI 53705",43.0606696,-89.4390295
5m0OPZOPkohxh1D67M7ncA,Bruegger's Bagels,"6150 Mineral Point Rd
Faircrest
Madison, WI 53705",43.061218,-89.486019
hmPkit7DjWX9raBoACw_rg,Hong Kong Wok,"702 N Midvale Blvd
Ste 120
Madison, WI 53705",43.0733473,-89.4530332
TqR8kAPQ-2Np8RAaL_aspA,Shish Cafe Inc,"5510 University Ave
Spring Harbor
Madison, WI 53705",43.0830865,-89.4757133
xajae0ukR4_hguNobwEawA,Lombardinos Italian Restaurant and Bar,"2500 University Ave
Regent
Madison, WI 53705",43.0721815,-89.4282699
YXfDJLWtchsCccaHMMkyYw,Sa-Bai Thong,"2840 University Ave
Madison, WI 53705",43.0752466048,-89.4376666799
bZX-b9fInWIk8j3Y50uBWQ,New Seoul Korean,"2503 University Ave
Regent
Madison, WI 53705",43.0720815,-89.4288516
dgq6Y3t81Hq3Og-qd4C5Ew,Perkins Restaurant & Bakery,"5237 University Ave
Madison, WI 53705",43.077889,-89.47144
LHyB122HpkWueoWj-0bX4A,Gumby's Pizza,"2825 University Ave
Madison, WI 53705",43.074128,-89.437321
omWFwLRqI3VTcM46L8-qaA,Noodles & Company,"3600 University Ave
Madison, WI 53705",43.075674115,-89.4492329005
dOo_jUaYeHC4b6bgOytinw,Otto's Restaurant & Bar,"6405 Mineral Point Rd
Madison, WI 53705",43.060101,-89.4904169
pMc19nT9vzoxZ3R2RK3ddg,Atlanta Bread Company,"3250 University Ave
Madison, WI 53705",43.0752822,-89.4420987
ivtZQyk8W-ZRbUHkUpXh6Q,Panera Bread,"3416 University Ave
Madison, WI 53705",43.0758121,-89.4462794
lIL_VuvmxBr_yQQH_P9QHg,Madison Sourdough,"916 Williamson St
Williamson - Marquette
Madison, WI 53703",43.080058,-89.369407
cG-wWJPO6MCuphYIqVcLsQ,Rosati's Authentic Chicago,"6644 Mineral Point Rd
Madison, WI 53705",43.0608245,-89.4965292
vXK8lVxFjyhVSoSgMvTxww,Christy's Landing,"2952 Waubesa Ave
Madison, WI 53711",43.0065929,-89.3368292
EO_LRZc_g0KIR-uRC2ecnQ,Michael's Frozen Custard,"2531 Monroe St
Dudgeon-Monroe
Madison, WI 53711",43.057669,-89.427763
naUQ_ZHKq2ONBwW5EhJXJQ,Bluephies,"2701 Monroe St
Ste 700
Dudgeon-Monroe
Madison, WI 53711",43.056786,-89.428984
XsDFvUcFxnOEOw9zKvO-iA,Pasqual's,"1851 Monroe St
Vilas
Madison, WI 53711",43.064708,-89.416916
Br9o4CNzhwUw4YUHseGA-g,Buck's Pizza,"5502 University Ave
Spring Harbor
Madison, WI 53711",43.0828186,-89.4752387
OwZGnPRa4ey7uVtmtkgOxw,The Dardanelles,"1851 Monroe St
Vilas
Madison, WI 53711",43.064708,-89.416916
jV6izhh1v9Wx4l3JMnZ0pQ,Popeye's Chicken,"2488 S Fish Hatchery Rd
Fitchburg, WI 53711",42.988932,-89.4286435
pCzLfTSM5JDWuYs800kd2w,Papa Murphy's,"2980 Cahill Main
Fitchburg, WI 53711",43.0177229,-89.423194
7NMvQUStQYd0ArBNnqAWtg,Tuscany Mediterranean Grill,"2969 Cahill Main
Fitchburg, WI 53711",43.0165531,-89.4232997
Ihd6mI4cfXzIwcMSXZnhnA,Tony Frank's Tavern,"1612 Seminole Hwy
Madison, WI 53711",43.035505,-89.4440259
qmbHSjielEKCiVilOarRmw,Pizza Extreme,"6628 Odana Rd
Madison, WI 53719",43.0558371,-89.4951368
1vXBMPl0It4jzUWBM-lJgA,Copper Top Restaurant,"5401 W Beltline Hwy
Madison, WI 53711",43.0386934,-89.4571154
ZusZ0l8gBpLvvYcTkuvRgw,Applebee's Neighborhood Grill & Bar,"660 S Whitney Way
Madison, WI 53711",43.0523303,-89.4739467
oZaCeojhVeBMvcjk_bFDag,Feiler's Food & Cocktails,"4506 Verona Rd
Madison, WI 53711",43.0364531,-89.4542172
2xRvgHdrm4X3myIFdp9Wew,Rocky Rococo,"206 Westgate Mall
Midvale Heights Community
Madison, WI 53711",43.0516217,-89.4732193
3Jq5cde5lN9tLPrrOUAEFw,Gino's Italian Deli,"4606 Verona Rd
Madison, WI 53711",43.0354126,-89.4567505
BywnwBmTMHrChhyJZtmI_A,Yen Ching Restaurant,"1300 S Midvale Blvd
Summit Woods
Madison, WI 53711",43.0380542,-89.4515708
n6cm_UuOgYnrMSgcc9DDwQ,Dry Bean,"5264 Verona Rd
Fitchburg, WI 53711",43.0210008,-89.4715275
c2ZluDaHbes0-ZgvZyurBw,Chang Jiang Restaurant,"5710 Raymond Rd
Meadowood
Madison, WI 53711",43.0319665,-89.4776945
0zaZp4Kqar6P4iG0ZfuftQ,Seafood Centers,"712 S Whitney Way
Madison, WI 53711",43.0489143,-89.4736298
3ZQmCHGtK6JNHlxaCeOx7g,Babes Grill & Bar,"5614 Schroeder Rd
Madison, WI 53711",43.046881,-89.477194
uAVXeASB8STR0QLaJgEuGw,Noodles & Company,"2981 Triverton Pike Dr
Fitchburg, WI 53711",43.0162463,-89.4290704
IoWXpj8WFNNu47rKpPb-Og,Laredo's,"694 S Whitney Way
Madison, WI 53711",43.05018,-89.4736056
1s5nBRc-6BqFT_1-ZaVVug,New Orleans Take-Out,"1517 Monroe St
Vilas
Madison, WI 53711",43.0674808,-89.4132389
GCTDM94HiKxC7GcAWbb4Og,Chang Jiang,"2935 S Fish Hatchery Rd
Fitchburg, WI 53711",43.014439,-89.427275
dvVGSwtFcW0sl-m-pEeVlg,Casa De Lara,"3040 Cahill Main
Fitchburg, WI 53711",43.020517,-89.419184
jsortSnJ4WQVoH5y5Nkq0g,Happy Wok,"2409 W Broadway
Monona, WI 53713",43.0468283,-89.3520413
sopWjB3MxMH78YBga0SnrQ,Monona Garden Family Restaurant,"6501 Bridge Rd
Monona, WI 53713",43.0468902,-89.3398562
2WxwgDMKm8XW6grbuMsDwg,Rocky Rococo Pan Style Pizza,"1618 W Beltline Hwy
Madison, WI 53713",43.0351654,-89.4099387
WERUCpgQ6bwyMI27uUTHjA,The Coliseum Bar & Banquet,"232 E Olin Ave
Madison, WI 53713",43.0513364,-89.378948
WsgcDmTPfRNGos90P_t4Kg,Perkins Restaurant & Bakery,"1410 Damon Rd
Madison, WI 53713",43.0352128,-89.4078011
5w-qVzxUOGEajm9eH3gEkA,Parkway Family Restaurant,"1221 Ann St
Burr Oaks
Madison, WI 53713",43.0363518,-89.4049488
I3y5bZ0mKuHnPGdNJNfZig,Panaderia & Taqueria Marimar,"1325 Greenway Cross
Fitchburg, WI 53713",43.0304079241,-89.4055366516
3byK13dE8FFXwsWx6hQngQ,Yes Buffet,"3038 Fish Hatchery Rd
Fitchburg, WI 53713",43.0256031,-89.41397
kCxBx5BK0CkDmgM6K-oJ8g,Wendy's,"2858 Fish Hatchery Rd
Leopold
Fitchburg, WI 53713",43.029714,-89.4109642
D4KioPzFvBwb04Pf7rtCeA,Pizza Pit Extreme,"2936 Fish Hatchery Rd
Leopold
Fitchburg, WI 53713",43.0274089,-89.412135
vK5sub1Y993EtLHVtnt9Pg,Falbo Bros Pizza,"406 S Park St
Greenbush
Madison, WI 53715",43.0629359,-89.4010121
b3ZOCcD_bU9Tfv21o9ThBQ,Fraboni's Italian Specialties & Delicatessen,"822 Regent St
Capitol
Madison, WI 53715",43.0677605,-89.4003667
rweHhCO0jb3MuiGMBCAOMg,Rocky Rococo,"1301 Regent St
Greenbush
Madison, WI 53715",43.0674909,-89.407655
