tract,income,pop,black,young,old,id,competitors,competitors_pc,black_pc,young_pc,old_pc,income_pc,inc_group
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"ZN-RG7wkT8MLsmaTPzIW5g",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"I7IfnWW1nXljC4ZGqwPe-w",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"RiJ8Agrw__NG6flFL7BpbA",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"5XU8ys_TsulI-FJ5nzuNvg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"5qElnvC0danGy0io0-NRKw",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"_IE5XDjxeM47NSzhg7sItg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"vwDE7dw6ee3JeAU0uMmGlA",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"c0_xuxaKn6ZN20et9jpNFg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"Gw8DsQQCO5m1hggXqwynFg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"kCjR5nLyphuNKnDqRjurXQ",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"vtuPl3gqOrsIJ6qM1ldDWQ",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"EFrM42oRogaYicKly02djg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"_BU867oRCLZnDIRmg7S6Wg",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"5tey93wPQOb7z6jOLJZ30w",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"rr44srj5pxejML-W1Wx0IA",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"pNJhovUsGAZ4XqG3lCU-5g",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"za5sHh-jpdMtQEmmV8gbnw",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"YjBPqE7OqQrE7fi3IxbxZw",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"rGHktXbee4CErLsMrPqbrA",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"gFGldPLVQdqbHQodU5TeUw",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"2J1DtN7FjGICQcgRei3jKA",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"K869zHqORZUhpbDOxsspuw",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"VsrvWdZL2993olnW3z8R3A",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"yCaSjO3AHkirEyQ074cp4Q",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036040000",1.11e+08,3853,9.77462,860.3132,637.5487,"HRjDpeJOL02ZqwrYgtHV_A",25,.0064885,.0025369,.223284,.1654681,28823.7,4
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"HHFjjljqoH5qs7Cy1i9R4A",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"B47dTeqasE9UnrdaWxeBuw",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"kvxrjOmicwb2njvXOJsZRw",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"AKd5OvHajbaxlofM-XE6vw",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"zTfBa__ldlTdbVgSl5h31Q",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"AI_rsyiMgnaNPzn_dtCu0w",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"KVOsmfgWSbtTTKxNkXB1Bw",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"pa_Ft6pLLWo-w_iopBsu0g",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"4TqCyWoWmUpghIVAiSo--g",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036050000",2.85e+08,6496,71.62859,1737.617,939.7984,"sHu1zuayEsWgIKdj7nVRfg",10,.0015394,.0110266,.2674902,.1446734,43856.93,5
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"nefBMCGgMPvOnASoyO_X1A",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"igD5We_87JFrtaaR7bh_Xg",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"vA9aCw2kTgN8p2SLdm2mDA",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"qrIObcWKK3jeC3zfmR54kg",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"DEEAiq6dqVU8bvtC7VXztA",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"NBwPgX7L2D-EZedgo3A-pw",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"BD74uSwDe175zEqfppDRvg",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"grk9RANQRR-IZouPFP3kgA",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"po98_MmbuoJHKgDZTn9AkQ",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036060000",8.94e+07,4045,53.35465,1056.882,501.4983,"adEJYiysRmK8eDqnHP9N6A",10,.0024722,.0131903,.261281,.1239798,22107.39,3
"040131036070000",1.51e+08,4870,49.68056,1455.286,358.0647,"8DKEWD2DaU6XlMNRN4QNlA",4,.0008214,.0102013,.2988267,.0735246,31041.32,4
"040131036070000",1.51e+08,4870,49.68056,1455.286,358.0647,"0HDkCZtCvua-Wahio1-pBw",4,.0008214,.0102013,.2988267,.0735246,31041.32,4
"040131036070000",1.51e+08,4870,49.68056,1455.286,358.0647,"LU0HLP1acjTO1fyjEigbpw",4,.0008214,.0102013,.2988267,.0735246,31041.32,4
"040131036070000",1.51e+08,4870,49.68056,1455.286,358.0647,"A0tz5rsGfK4BnN70PqLI4A",4,.0008214,.0102013,.2988267,.0735246,31041.32,4
"040131036080000",5.09e+07,2648,34.63624,891.0718,84.77602,"v23YpYZlCpy3fFZsOK8ShQ",5,.0018882,.0130801,.3365075,.0320151,19204.66,2
"040131036080000",5.09e+07,2648,34.63624,891.0718,84.77602,"Zx8_4zKdDBSO3qGrkukBIA",5,.0018882,.0130801,.3365075,.0320151,19204.66,2
"040131036080000",5.09e+07,2648,34.63624,891.0718,84.77602,"93hdmjYc8IXsf69VrkRHog",5,.0018882,.0130801,.3365075,.0320151,19204.66,2
"040131036080000",5.09e+07,2648,34.63624,891.0718,84.77602,"xdmT9sejRDEyud8YFbEcjg",5,.0018882,.0130801,.3365075,.0320151,19204.66,2
"040131036080000",5.09e+07,2648,34.63624,891.0718,84.77602,"d83_qJwcOYOojQsapu1Z4A",5,.0018882,.0130801,.3365075,.0320151,19204.66,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"jZGPpPUNM2xe4N8qS4Tu3w",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"ATeF8pmKd50Xx6Nkd_BsXw",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"uFwC7N9APy8oTjhda3p9lw",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"7fJgNpljbi1d7wjdsPcPcw",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"HAMKYsgtJ6fEBUZzTMhZwA",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036090000",1.06e+08,5422,280.6142,1814.462,260.6534,"2CcO6bTk9Fs3sAwodab3-w",6,.0011066,.0517547,.3346481,.0480733,19553.01,2
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"VzQpPsEjPdehuWoDeqi75g",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"Yy9hqcM4V-0Rp2bIQoR4HA",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"En2GuQV7FoOGHhXX5SMEBg",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"NTMpDwobR8BdSJroMngqng",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"beSNHSvR9kjE_5vXJ_tlfw",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"JqAI4UA2xXPYxvlhzG-i9A",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"p7m9uYWxKSFCF-qC7hPxPQ",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"A6OstDz-flrI84-EW8aILg",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"VTFx4ADDP6nPnlcMHB1-Ow",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"lQ22GkzG0tIJRbzkpMbJxw",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036110000",2.18e+08,4732,36.66278,1298.129,414.0976,"aVBebzA7D9DpQ-JbiCxQNg",11,.0023246,.0077478,.2743298,.0875101,45990.29,5
"040131036120000",1.75e+08,4876,87.97097,1522.847,404.8884,"PeC1ec6uyX3hlGIPORqs7w",3,.0006153,.0180416,.3123149,.083037,35854.54,5
"040131036120000",1.75e+08,4876,87.97097,1522.847,404.8884,"FHA2j4ESBkgGe3NvOql4qQ",3,.0006153,.0180416,.3123149,.083037,35854.54,5
"040131036120000",1.75e+08,4876,87.97097,1522.847,404.8884,"dpnUnyzN_by1MER7F8ezzA",3,.0006153,.0180416,.3123149,.083037,35854.54,5
"040131036140000",1.09e+08,3306,15.19223,787.985,387.487,"kujMsR1OBOHZ6vZN_QWG_A",3,.0009074,.0045954,.23835,.1172072,33055.77,5
"040131036140000",1.09e+08,3306,15.19223,787.985,387.487,"jq_YnMQjcArdBWuwRospFg",3,.0009074,.0045954,.23835,.1172072,33055.77,5
"040131036140000",1.09e+08,3306,15.19223,787.985,387.487,"fX2WvzDikMVd0wDzdDOLkw",3,.0009074,.0045954,.23835,.1172072,33055.77,5
"040131036150000",6.57e+07,5373,229.8404,1944.974,171.2781,"51iJ7zyvay9N_COWV0is_g",4,.0007445,.0427769,.3619903,.0318776,12236.14,1
"040131036150000",6.57e+07,5373,229.8404,1944.974,171.2781,"Mfa0aFvpjQ5llU3dq71i6Q",4,.0007445,.0427769,.3619903,.0318776,12236.14,1
"040131036150000",6.57e+07,5373,229.8404,1944.974,171.2781,"9LWHrYjDQNjFSNH6VbSFrg",4,.0007445,.0427769,.3619903,.0318776,12236.14,1
"040131036150000",6.57e+07,5373,229.8404,1944.974,171.2781,"Pju_pKfvEnUYV9wMVNsacg",4,.0007445,.0427769,.3619903,.0318776,12236.14,1
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"6-O63QoQA7mCVVAH-MMtuA",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"EUXT1vSFWaiD_BFmFK8rBg",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"nW_1gn19lMnS9IF1KlZ-aA",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"Y3a3RkR97J_ReiKgiMXeJg",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"#NAME?",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"QdYrBxT8OV8qd7aENoBlsg",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"zSEknIqmkGL1pQt-ApEeoQ",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"ZhwoNt7dU6iA_wKmwe6qQA",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"rwT9wCyXNATA36yqcb4JSg",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"nU97FczCPxm_wIp2pgtYfw",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"jw-etWMob2A07geTAVkgEw",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"3Zsjlum5kl5N5KV712aTMQ",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"Ch_2Ye0w4Q9l3VeVW7VNHA",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"nB3pytYdmzKWfNtXyfNrpQ",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"ziHNT33d9w56D0C04b3tnw",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131037000000",2.30e+08,7665,172.2761,1759.341,641.6875,"fhmKIPGVx9_O4P9zEgCHjQ",16,.0020874,.0224757,.2295292,.0837166,29969.63,4
"040131039000000",1.12e+08,6050,61.52655,1958.193,561.0183,"0_3hrGrrP-J5eeHRwQfZ6w",1,.0001653,.0101697,.3236683,.0927303,18556.24,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"EjWi22gAE_cYpGs7lBPahQ",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"r67TiLEb5K1nnacFCEQ0jQ",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"TqVjy0dxvNh51BF9KePCoQ",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"WZ9UbAUNllHfg06B_mHnmA",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"ubfD6-I73lP00v0fkx-keQ",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"EFxaUHb6UwOpsvIIdZk-Ng",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"#NAME?",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131040000000",1.00e+08,6134,159.5045,2077.619,642.9673,"VF9wvcgVPDVa9LBDHPrXuw",8,.0013042,.0260033,.3387054,.1048202,16348.62,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"6AzMTcurmx6paLFlkYPrMQ",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"MPmSoEd46WXqhN-5rw7Yqw",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"QGZiJsrHVKFO_B3GLkph8A",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"YJJx6rYfHQtmBd3qq-Lcbw",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"SFhCBEwULQAfEtd8hPdbyQ",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131041000000",1.14e+08,6678,153.7012,2298.733,504.1861,"5ErKAS0rHOfU33CYjDh2Aw",6,.0008985,.0230161,.3442248,.0754996,17038.84,2
"040131042020000",1.10e+08,5360,160.976,1618.72,447.1364,"0hY0qoXHcI3czshcrZPpYg",3,.0005597,.0300328,.302,.083421,20441.52,3
"040131042020000",1.10e+08,5360,160.976,1618.72,447.1364,"vKSyuGH08YJuJYbP3o_PXw",3,.0005597,.0300328,.302,.083421,20441.52,3
"040131042020000",1.10e+08,5360,160.976,1618.72,447.1364,"bEYB3PK1IKQS_kYXaGJXNA",3,.0005597,.0300328,.302,.083421,20441.52,3
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"awJTMRbRbrLRZirPe2DXJA",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"F8q_9PUl-Lwjj9xIRPArcg",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"uptdn_hZsuJOCp5WCKJxjQ",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"JmKgenzB37i3xcK0rJkDmQ",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"1B5vpxnZYXKil_k5d5MpEQ",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"yxmvnNLJquL6EBBlBr1x_w",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"9xsmSRFD8riQF7UCBrD88g",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042030000",1.24e+08,6433,222.1638,2139.116,498.0873,"TbVPye1S8UZzLPy0E2qN_g",8,.0012436,.034535,.3325223,.0774269,19233.53,2
"040131042040000",7.24e+07,3506,85.14911,1117.702,296.6789,"kcX2_M5YoM6-SqVKMzPceA",4,.0011409,.0242867,.3187968,.0846203,20651.23,3
"040131042040000",7.24e+07,3506,85.14911,1117.702,296.6789,"nhpLx30hczfEsSXCTPy4tg",4,.0011409,.0242867,.3187968,.0846203,20651.23,3
"040131042040000",7.24e+07,3506,85.14911,1117.702,296.6789,"Fvzifot1f27zM-Z6gsNHmg",4,.0011409,.0242867,.3187968,.0846203,20651.23,3
"040131042040000",7.24e+07,3506,85.14911,1117.702,296.6789,"YORZx16vwsHjAT5EmglLHw",4,.0011409,.0242867,.3187968,.0846203,20651.23,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"WxZ7lWnN_AJCa8-Vd1A7ZQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"RMzvWjF3K6GSnwBdRl-_ow",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"s0kRiHawc3BlFAU8I-GU9w",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"WoJrHOtrQ5R4jx80GwlnxA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"yOYFhiTjT-SM4spKtDk92w",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"TRI4ZCk8caJckKkGTvzpIQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"KlT-sy8AvL8zq3nPVjMPUA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"1xJ4BikDX8PwWT3XeKzGLA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"IqRNPvXvbUbxvfgC6cj6gg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"JgR9549t1KZJMFPgTtSCbA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"tlex-h7TJ-b2X8cLCIfunQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"C_YBdVpxct0NqjrCJDBlxA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"4O8NrAHjO6Tb_Xa_YT-Xjg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"OIBrslaVxFxaaGUsYFUujg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"xBCfrESSbroTjhVcRfG4NA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"CMI3SF1-YwAEfUXYkKS53Q",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"JbJDlfcnYiyZRXeHQcAVjg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"wn7GiuOQ_0VrPXNc1wVTDA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"FjSttKipz44vRwKpPwhh-Q",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"znBnrQNq1FdUt5aIGAbyuQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"8IKkVbylBYRruaYjFPXqtg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"IfqYtKTV6_smGY8gbuYKkg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"KquRRKZNz6h1_xashZ5EqA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"os_r5fCkmjeP980CLv20MQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"U605aUo9MJn5vgLfP3yYKg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"ugzBjxLS8wchZcASnHJO2g",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"Fg5VkQsHRm7V1Hq9GEsUBg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"iins67bZVJeDrjiOTZh8DQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"apEkYsUz31lI3tcJoC4HbA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"z3zcsnK26QhC7TqDX73zvA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"WRjMDL79KQ0ZG5yCdfJiYA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"J2LGgGy1b1V8e7yjDI_u7w",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"#NAME?",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"1CfO4SjPnui5dmdbY6b14Q",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"cuMMU10KaD0cZ2WdK5XC1A",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"ClRgYu3vtPcXTjDQd4wa_w",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"uECIvsUWlDWSiJ9jAfH_kQ",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"QTXksIu_qTiHBXYju0FjNg",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"bU4ZRr07Y6DFayPK3kKFsw",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"RRg-Ju8NjcbB8Sm0OR0HEA",42,.0083849,.0237718,.292844,.1006884,20330.43,3
"040131042050000",1.02e+08,5009,119.0728,1466.856,504.348,"1LSxfyNIUFbQb-Ej0FDGTw",42,.0083849,.0237718,.292844,.1006884,20330.43,3
